comments,professor_name,school_name,department_name,gender,sentences
Very nice and generous professor considering he was also submitting a major grant during our class term. He is very clear about what will be on midterms. Does not offer review sessions.,Rich  Carter,Oregon State University,Chemistry department,male,"['Very nice and generous professor considering he was also submitting a major grant during our class term.', 'He is very clear about what will be on midterms.', 'Does not offer review sessions.']"
"He needs to slow down, let students ask more questions, he thinks cramming you full of mechanisms will somehow MAKE you understand it. Has hardly any office hours, and just impossible to reach if you don\'t email him exactly the way he tells you to, he won\'t respond. The questions on the tests are fair, but the grading is ridiculously harsh.",Rich  Carter,Oregon State University,Chemistry department,male,"['He needs to slow down, let students ask more questions, he thinks cramming you full of mechanisms will somehow MAKE you understand it.', ""Has hardly any office hours, and just impossible to reach if you don\\'t email him exactly the way he tells you to, he won\\'t respond."", 'The questions on the tests are fair, but the grading is ridiculously harsh.']"
"a really arrogent person, thinks he knows it all, not interested in helping students, only interested in keeping his time with you to a minimum",Rich  Carter,Oregon State University,Chemistry department,male,"['a really arrogent person, thinks he knows it all, not interested in helping students, only interested in keeping his time with you to a minimum']"
"If you arent an encyclopedia of EXACT PERFECT mrchanisms, catalytic cycles, and 3-d structs you will loose millions of points for trite mistakes and not be rewarded in any way for what you have learned or put reasonable amounts of work and thought into. Given the choice i would never take a class from him again",Rich  Carter,Oregon State University,Chemistry department,male,"['If you arent an encyclopedia of EXACT PERFECT mrchanisms, catalytic cycles, and 3-d structs you will loose millions of points for trite mistakes and not be rewarded in any way for what you have learned or put reasonable amounts of work and thought into.', 'Given the choice i would never take a class from him again']"
No Comments,Rich  Carter,Oregon State University,Chemistry department,male,['No Comments']
He is very boring and overall not a good teacher.,Rich  Carter,Oregon State University,Chemistry department,male,['He is very boring and overall not a good teacher.']
"Very confusing professor. He will go on a tangent about cars, golf, wrestling, and friends for the entire class and it becomes entirely pointless to show up when he just confuses you more. I will say he is very helpful when it comes to extending due dates on homework and quizzes if you talk to him about it so he\'s not entirely bad.",Mulloy  Robertson,Volunteer State Community College,Mathematics department,male,"['Very confusing professor.', 'He will go on a tangent about cars, golf, wrestling, and friends for the entire class and it becomes entirely pointless to show up when he just confuses you more.', ""I will say he is very helpful when it comes to extending due dates on homework and quizzes if you talk to him about it so he\\'s not entirely bad.""]"
"Awesome instructor. Will NOT hold your hand thru the course and give you easy grade, but very helpful, funny, does all he can to get students up to speed on Trigonometry. Even in 5 week course, he gets to the point so we learn what we need. Would take this instructor again in a heartbeat! The course was fast, he made it fun and understandable.",Mulloy  Robertson,Volunteer State Community College,Mathematics department,male,"['Awesome instructor.', 'Will NOT hold your hand thru the course and give you easy grade, but very helpful, funny, does all he can to get students up to speed on Trigonometry.', 'Even in 5 week course, he gets to the point so we learn what we need.', 'Would take this instructor again in a heartbeat!', 'The course was fast, he made it fun and understandable.']"
"Can be all over the place when teaching; I gave up on taking notes the first week into class. Makes a lot of references to cars, taxes, and being arrested. Try to have another professor if you need to take PreCal.",Mulloy  Robertson,Volunteer State Community College,Mathematics department,male,"['Can be all over the place when teaching; I gave up on taking notes the first week into class.', 'Makes a lot of references to cars, taxes, and being arrested.', 'Try to have another professor if you need to take PreCal.']"
"Cool teacher, but wack teaching methods",Mulloy  Robertson,Volunteer State Community College,Mathematics department,male,"['Cool teacher, but wack teaching methods']"
"Nice, funny & understanding about needing extensions on hw/quiz/test dates. Lectures are useless-Read the book and use online tools instead: He appears to have ADHD & either is redirecting because he doesn\'t understand the material or simply doesn\'t want to teach. He keeps changing what he ""meant"" to say/write. Talks about friends & cars, not Math.",Mulloy  Robertson,Volunteer State Community College,Mathematics department,male,"['Nice, funny & understanding about needing extensions on hw/quiz/test dates.', ""Lectures are useless-Read the book and use online tools instead: He appears to have ADHD & either is redirecting because he doesn\\'t understand the material or simply doesn\\'t want to teach."", 'He keeps changing what he ""meant"" to say/write.', 'Talks about friends & cars, not Math.']"
He was really nice but did not seem to care about teaching or his students. He makes an effort to explain and just doesn\'t meet the mark. I knew more going into his class then I did leaving it. He makes a lot of references to cars and real life that do not really make sense when discussing calculus. I would not recommend taking him.,Mulloy  Robertson,Volunteer State Community College,Mathematics department,male,"['He was really nice but did not seem to care about teaching or his students.', ""He makes an effort to explain and just doesn\\'t meet the mark."", 'I knew more going into his class then I did leaving it.', 'He makes a lot of references to cars and real life that do not really make sense when discussing calculus.', 'I would not recommend taking him.']"
